CustomerKey,RegionKey,HomeCountry,MacroRegion,Segment,AcquisitionChannel,JoinDate,TenureBucket,IsLoyaltyMember
352,7,Japan,APAC,Hardcore Fan,Email,2021-12-31,2+ years,1
353,5,Brazil,Americas,Hardcore Fan,Paid Social,2025-06-19,6-12 months,1
354,1,United Kingdom,EMEA,Hardcore Fan,Email,2021-09-21,2+ years,1
355,1,United Kingdom,EMEA,Casual Fan,Email,2024-03-10,1-2 years,1
356,5,Brazil,Americas,Collector,Paid Social,2021-03-29,2+ years,1
357,1,United Kingdom,EMEA,Casual Fan,Paid Social,2022-04-05,2+ years,1
358,4,United States,Americas,Casual Fan,Email,2024-06-14,1-2 years,1
359,8,Australia,APAC,Hardcore Fan,App Store,2025-03-14,6-12 months,1
360,4,United States,Americas,Casual Fan,Paid Social,2025-05-14,6-12 months,0
361,3,Germany,EMEA,Hardcore Fan,App Store,2024-04-13,1-2 years,1
362,5,Brazil,Americas,Casual Fan,Organic Search,2025-05-15,6-12 months,0
363,3,Germany,EMEA,Casual Fan,Organic Search,2024-04-07,1-2 years,1
364,4,United States,Americas,Casual Fan,Organic Search,2023-12-12,2+ years,1
365,8,Australia,APAC,Casual Fan,Influencer,2024-06-05,1-2 years,0
366,3,Germany,EMEA,Casual Fan,Organic Search,2024-06-25,1-2 years,0
367,8,Australia,APAC,Casual Fan,Direct,2021-11-28,2+ years,1
368,7,Japan,APAC,Hardcore Fan,Influencer,2023-06-07,2+ years,1
369,1,United Kingdom,EMEA,Hardcore Fan,Email,2025-01-01,6-12 months,1
370,1,United Kingdom,EMEA,Hardcore Fan,Organic Search,2023-11-26,2+ years,0
371,1,United Kingdom,EMEA,Hardcore Fan,Influencer,2024-09-18,1-2 years,1
372,1,United Kingdom,EMEA,Casual Fan,Organic Search,2021-04-09,2+ years,0
373,1,United Kingdom,EMEA,Hardcore Fan,Organic Search,2023-12-29,2+ years,1
374,5,Brazil,Americas,Casual Fan,Influencer,2021-05-21,2+ years,0
375,1,United Kingdom,EMEA,Casual Fan,Organic Search,2022-05-09,2+ years,0
376,2,Spain,EMEA,Hardcore Fan,Direct,2025-10-02,0-6 months,1
377,7,Japan,APAC,Casual Fan,Email,2023-10-12,2+ years,0
378,1,United Kingdom,EMEA,Hardcore Fan,Email,2024-07-14,1-2 years,1
379,6,Mexico,Americas,Casual Fan,Influencer,2021-01-08,2+ years,1
380,2,Spain,EMEA,Casual Fan,Organic Search,2024-12-09,1-2 years,0
381,1,United Kingdom,EMEA,Casual Fan,Direct,2025-05-17,6-12 months,0
382,5,Brazil,Americas,Casual Fan,Direct,2024-03-09,1-2 years,1
383,5,Brazil,Americas,Collector,App Store,2024-11-25,1-2 years,0
384,7,Japan,APAC,Collector,Direct,2024-12-05,1-2 years,1
385,5,Brazil,Americas,Casual Fan,Organic Search,2023-04-25,2+ years,0
386,6,Mexico,Americas,Casual Fan,Organic Search,2023-05-04,2+ years,0
387,2,Spain,EMEA,Casual Fan,Email,2024-02-08,1-2 years,1
388,1,United Kingdom,EMEA,Hardcore Fan,Direct,2024-04-10,1-2 years,0
389,6,Mexico,Americas,Casual Fan,Organic Search,2025-05-13,6-12 months,1
390,6,Mexico,Americas,Collector,Paid Social,2023-05-06,2+ years,0
391,8,Australia,APAC,Hardcore Fan,Influencer,2022-02-18,2+ years,0
392,3,Germany,EMEA,Collector,Paid Social,2023-06-28,2+ years,0
393,3,Germany,EMEA,Casual Fan,Email,2023-10-29,2+ years,0
394,6,Mexico,Americas,Hardcore Fan,Direct,2023-08-23,2+ years,1
395,2,Spain,EMEA,Hardcore Fan,Email,2021-12-29,2+ years,1
396,7,Japan,APAC,Hardcore Fan,Influencer,2022-01-11,2+ years,0
397,7,Japan,APAC,Hardcore Fan,Paid Social,2025-05-19,6-12 months,0
398,3,Germany,EMEA,Hardcore Fan,App Store,2024-09-12,1-2 years,1
399,6,Mexico,Americas,Hardcore Fan,Organic Search,2021-10-05,2+ years,1
400,6,Mexico,Americas,Collector,Direct,2024-04-29,1-2 years,1
401,1,United Kingdom,EMEA,Collector,Organic Search,2022-05-19,2+ years,1
402,7,Japan,APAC,Hardcore Fan,Influencer,2025-10-24,0-6 months,1
403,4,United States,Americas,Casual Fan,Organic Search,2021-03-20,2+ years,1
404,7,Japan,APAC,Casual Fan,Direct,2025-04-22,6-12 months,0
405,2,Spain,EMEA,Hardcore Fan,Paid Social,2022-12-01,2+ years,1
406,7,Japan,APAC,Casual Fan,Direct,2022-10-22,2+ years,0
407,3,Germany,EMEA,Casual Fan,Organic Search,2021-04-05,2+ years,0
408,1,United Kingdom,EMEA,Casual Fan,App Store,2025-07-09,0-6 months,1
409,7,Japan,APAC,Hardcore Fan,Direct,2022-03-29,2+ years,1
410,1,United Kingdom,EMEA,Hardcore Fan,Paid Social,2025-09-05,0-6 months,1
411,2,Spain,EMEA,Casual Fan,Email,2022-09-26,2+ years,0
412,8,Australia,APAC,Casual Fan,Direct,2024-08-30,1-2 years,0
413,8,Australia,APAC,Hardcore Fan,Direct,2024-05-12,1-2 years,1
414,4,United States,Americas,Collector,Direct,2022-11-08,2+ years,0
415,5,Brazil,Americas,Casual Fan,Organic Search,2021-08-10,2+ years,0
416,3,Germany,EMEA,Casual Fan,Influencer,2023-02-10,2+ years,0
417,2,Spain,EMEA,Hardcore Fan,Email,2025-06-01,6-12 months,1
418,2,Spain,EMEA,Hardcore Fan,Influencer,2022-08-10,2+ years,0
419,5,Brazil,Americas,Hardcore Fan,App Store,2023-01-04,2+ years,1
420,6,Mexico,Americas,Hardcore Fan,Organic Search,2024-05-09,1-2 years,1
421,6,Mexico,Americas,Collector,Paid Social,2024-05-30,1-2 years,0
422,6,Mexico,Americas,Casual Fan,Email,2022-08-28,2+ years,0
423,1,United Kingdom,EMEA,Casual Fan,Organic Search,2025-04-23,6-12 months,0
424,4,United States,Americas,Hardcore Fan,Paid Social,2022-03-06,2+ years,0
425,1,United Kingdom,EMEA,Hardcore Fan,Organic Search,2024-06-11,1-2 years,1
426,4,United States,Americas,Hardcore Fan,Direct,2021-05-01,2+ years,1
427,3,Germany,EMEA,Collector,Email,2025-05-04,6-12 months,1
428,7,Japan,APAC,Hardcore Fan,Organic Search,2023-11-24,2+ years,0
429,2,Spain,EMEA,Hardcore Fan,Paid Social,2025-08-17,0-6 months,1
430,1,United Kingdom,EMEA,Casual Fan,Email,2021-05-10,2+ years,0
431,1,United Kingdom,EMEA,Casual Fan,Paid Social,2024-11-03,1-2 years,1
432,6,Mexico,Americas,Hardcore Fan,Organic Search,2025-05-11,6-12 months,1
433,4,United States,Americas,Casual Fan,Paid Social,2022-09-04,2+ years,0
434,1,United Kingdom,EMEA,Casual Fan,Organic Search,2024-03-04,1-2 years,1
435,1,United Kingdom,EMEA,Collector,Organic Search,2023-06-03,2+ years,1
436,5,Brazil,Americas,Collector,Paid Social,2023-11-26,2+ years,1
437,1,United Kingdom,EMEA,Casual Fan,Email,2021-06-17,2+ years,1
438,7,Japan,APAC,Hardcore Fan,App Store,2021-07-25,2+ years,1
439,5,Brazil,Americas,Casual Fan,Organic Search,2025-02-07,6-12 months,0
440,1,United Kingdom,EMEA,Casual Fan,Direct,2023-03-05,2+ years,0
441,1,United Kingdom,EMEA,Hardcore Fan,Paid Social,2025-06-08,6-12 months,1
442,8,Australia,APAC,Hardcore Fan,Email,2021-03-16,2+ years,1
443,3,Germany,EMEA,Casual Fan,Email,2024-01-19,1-2 years,0
444,3,Germany,EMEA,Casual Fan,Email,2022-09-25,2+ years,0
445,6,Mexico,Americas,Casual Fan,Influencer,2025-06-23,6-12 months,0
446,8,Australia,APAC,Collector,Organic Search,2024-09-10,1-2 years,1
447,8,Australia,APAC,Hardcore Fan,Paid Social,2024-07-19,1-2 years,1
448,6,Mexico,Americas,Casual Fan,Paid Social,2021-03-16,2+ years,1
449,3,Germany,EMEA,Casual Fan,Organic Search,2021-05-17,2+ years,0
450,1,United Kingdom,EMEA,Hardcore Fan,Organic Search,2023-07-07,2+ years,1
451,6,Mexico,Americas,Hardcore Fan,Direct,2021-09-18,2+ years,1
452,4,United States,Americas,Hardcore Fan,App Store,2024-05-20,1-2 years,0
453,3,Germany,EMEA,Casual Fan,Paid Social,2025-04-28,6-12 months,0
454,7,Japan,APAC,Collector,Direct,2022-09-02,2+ years,0
455,1,United Kingdom,EMEA,Casual Fan,App Store,2023-03-09,2+ years,1
456,4,United States,Americas,Casual Fan,Organic Search,2022-08-09,2+ years,0
457,1,United Kingdom,EMEA,Casual Fan,Paid Social,2025-07-22,0-6 months,0
458,3,Germany,EMEA,Casual Fan,Influencer,2025-02-17,6-12 months,0
459,1,United Kingdom,EMEA,Collector,Organic Search,2025-04-17,6-12 months,1
460,1,United Kingdom,EMEA,Hardcore Fan,Direct,2021-08-04,2+ years,0
461,1,United Kingdom,EMEA,Hardcore Fan,Email,2023-02-24,2+ years,1
462,5,Brazil,Americas,Casual Fan,Direct,2021-12-30,2+ years,1
463,6,Mexico,Americas,Casual Fan,Email,2021-03-08,2+ years,1
464,4,United States,Americas,Casual Fan,Email,2021-08-19,2+ years,0
465,8,Australia,APAC,Hardcore Fan,Direct,2022-01-18,2+ years,0
466,3,Germany,EMEA,Hardcore Fan,Email,2021-08-23,2+ years,0
467,2,Spain,EMEA,Casual Fan,App Store,2021-06-03,2+ years,1
468,7,Japan,APAC,Casual Fan,Direct,2023-11-02,2+ years,1
469,2,Spain,EMEA,Casual Fan,Influencer,2023-11-27,2+ years,0
470,8,Australia,APAC,Collector,Email,2025-09-02,0-6 months,1
471,1,United Kingdom,EMEA,Casual Fan,App Store,2024-08-29,1-2 years,0
472,8,Australia,APAC,Casual Fan,Email,2021-01-12,2+ years,1
473,1,United Kingdom,EMEA,Casual Fan,Paid Social,2021-06-23,2+ years,0
474,7,Japan,APAC,Casual Fan,App Store,2024-06-02,1-2 years,0
475,4,United States,Americas,Casual Fan,Paid Social,2021-06-04,2+ years,1
476,8,Australia,APAC,Hardcore Fan,Paid Social,2023-04-26,2+ years,1
477,1,United Kingdom,EMEA,Collector,Email,2022-06-03,2+ years,1
478,4,United States,Americas,Casual Fan,Influencer,2023-09-29,2+ years,0
479,8,Australia,APAC,Casual Fan,Paid Social,2021-08-24,2+ years,0
480,4,United States,Americas,Hardcore Fan,Influencer,2023-11-28,2+ years,0
481,5,Brazil,Americas,Hardcore Fan,Organic Search,2021-10-25,2+ years,0
482,5,Brazil,Americas,Casual Fan,Organic Search,2024-06-21,1-2 years,0
483,3,Germany,EMEA,Hardcore Fan,Email,2021-05-03,2+ years,1
484,5,Brazil,Americas,Hardcore Fan,Paid Social,2025-02-24,6-12 months,1
485,4,United States,Americas,Casual Fan,Email,2025-08-18,0-6 months,0
486,7,Japan,APAC,Hardcore Fan,Organic Search,2021-10-25,2+ years,0
487,1,United Kingdom,EMEA,Hardcore Fan,Paid Social,2023-01-28,2+ years,0
488,2,Spain,EMEA,Hardcore Fan,App Store,2023-05-25,2+ years,1
489,8,Australia,APAC,Casual Fan,App Store,2023-12-01,2+ years,0
490,7,Japan,APAC,Casual Fan,Organic Search,2024-07-12,1-2 years,1
491,3,Germany,EMEA,Casual Fan,Influencer,2024-02-06,1-2 years,1
492,5,Brazil,Americas,Hardcore Fan,Email,2024-06-03,1-2 years,0
493,2,Spain,EMEA,Casual Fan,Influencer,2024-04-12,1-2 years,0
494,1,United Kingdom,EMEA,Casual Fan,Paid Social,2024-02-03,1-2 years,0
495,3,Germany,EMEA,Hardcore Fan,Email,2021-12-04,2+ years,1
496,2,Spain,EMEA,Casual Fan,App Store,2025-09-14,0-6 months,0
497,4,United States,Americas,Hardcore Fan,Paid Social,2025-06-17,6-12 months,0
498,1,United Kingdom,EMEA,Casual Fan,App Store,2025-07-13,0-6 months,0
499,8,Australia,APAC,Casual Fan,App Store,2023-09-17,2+ years,1
500,8,Australia,APAC,Casual Fan,Organic Search,2021-05-01,2+ years,1
501,5,Brazil,Americas,Collector,Paid Social,2024-04-25,1-2 years,0
502,4,United States,Americas,Hardcore Fan,Organic Search,2023-02-20,2+ years,0
503,2,Spain,EMEA,Casual Fan,Paid Social,2023-05-04,2+ years,0
504,6,Mexico,Americas,Collector,Email,2025-04-01,6-12 months,0
505,5,Brazil,Americas,Hardcore Fan,App Store,2023-07-30,2+ years,1
506,1,United Kingdom,EMEA,Casual Fan,Email,2022-06-28,2+ years,0
507,7,Japan,APAC,Casual Fan,App Store,2022-02-28,2+ years,0
508,7,Japan,APAC,Casual Fan,Email,2024-10-01,1-2 years,0
509,8,Australia,APAC,Hardcore Fan,Direct,2024-01-24,1-2 years,0
510,5,Brazil,Americas,Hardcore Fan,App Store,2024-02-04,1-2 years,1
511,4,United States,Americas,Casual Fan,Direct,2023-09-21,2+ years,0
512,3,Germany,EMEA,Casual Fan,Email,2025-09-07,0-6 months,0
513,7,Japan,APAC,Casual Fan,Email,2023-05-31,2+ years,0
514,7,Japan,APAC,Casual Fan,Email,2025-03-12,6-12 months,0
515,1,United Kingdom,EMEA,Casual Fan,Organic Search,2021-11-22,2+ years,0
516,1,United Kingdom,EMEA,Casual Fan,Email,2023-08-14,2+ years,0
517,3,Germany,EMEA,Casual Fan,Email,2021-10-18,2+ years,0
518,6,Mexico,Americas,Collector,Influencer,2021-11-27,2+ years,0
519,8,Australia,APAC,Casual Fan,Organic Search,2025-01-07,6-12 months,1
520,1,United Kingdom,EMEA,Casual Fan,Influencer,2025-04-22,6-12 months,0
521,4,United States,Americas,Casual Fan,Paid Social,2025-04-07,6-12 months,0
522,3,Germany,EMEA,Casual Fan,Direct,2023-07-01,2+ years,0
523,8,Australia,APAC,Hardcore Fan,Influencer,2025-10-20,0-6 months,0
524,7,Japan,APAC,Hardcore Fan,App Store,2025-06-10,6-12 months,1
525,7,Japan,APAC,Casual Fan,App Store,2021-11-12,2+ years,1
526,3,Germany,EMEA,Casual Fan,App Store,2023-12-02,2+ years,1
527,3,Germany,EMEA,Casual Fan,Direct,2025-08-04,0-6 months,1
528,2,Spain,EMEA,Casual Fan,Direct,2025-10-17,0-6 months,1
529,1,United Kingdom,EMEA,Hardcore Fan,Direct,2022-11-03,2+ years,1
530,7,Japan,APAC,Casual Fan,Email,2021-10-06,2+ years,0
531,6,Mexico,Americas,Hardcore Fan,Influencer,2025-09-03,0-6 months,0
532,8,Australia,APAC,Hardcore Fan,Email,2021-06-09,2+ years,1
533,8,Australia,APAC,Casual Fan,Influencer,2024-06-17,1-2 years,0
534,4,United States,Americas,Casual Fan,Direct,2023-05-20,2+ years,0
535,6,Mexico,Americas,Collector,Email,2021-06-05,2+ years,1
536,8,Australia,APAC,Casual Fan,Email,2023-07-18,2+ years,0
537,7,Japan,APAC,Casual Fan,Direct,2023-01-14,2+ years,0
538,2,Spain,EMEA,Casual Fan,Paid Social,2024-12-04,1-2 years,1
539,3,Germany,EMEA,Hardcore Fan,Email,2024-05-30,1-2 years,0
540,1,United Kingdom,EMEA,Casual Fan,App Store,2024-09-22,1-2 years,0
541,8,Australia,APAC,Collector,Paid Social,2022-11-13,2+ years,1
542,4,United States,Americas,Hardcore Fan,Direct,2021-10-12,2+ years,0
543,2,Spain,EMEA,Hardcore Fan,Organic Search,2024-11-10,1-2 years,0
544,5,Brazil,Americas,Casual Fan,Organic Search,2023-01-25,2+ years,0
545,4,United States,Americas,Hardcore Fan,App Store,2021-12-24,2+ years,0
546,2,Spain,EMEA,Casual Fan,App Store,2025-08-25,0-6 months,0
547,1,United Kingdom,EMEA,Casual Fan,Direct,2022-09-18,2+ years,0
548,5,Brazil,Americas,Collector,Direct,2023-05-28,2+ years,1
549,4,United States,Americas,Casual Fan,Email,2024-12-16,1-2 years,0
550,6,Mexico,Americas,Collector,Direct,2021-09-25,2+ years,0
551,4,United States,Americas,Casual Fan,App Store,2023-08-06,2+ years,0
552,7,Japan,APAC,Collector,Organic Search,2023-07-06,2+ years,0
553,4,United States,Americas,Casual Fan,Email,2024-01-20,1-2 years,0
554,4,United States,Americas,Hardcore Fan,App Store,2024-08-12,1-2 years,1
555,7,Japan,APAC,Casual Fan,Organic Search,2023-08-21,2+ years,0
556,3,Germany,EMEA,Casual Fan,Organic Search,2021-12-23,2+ years,1
557,1,United Kingdom,EMEA,Hardcore Fan,Email,2023-08-03,2+ years,0
558,1,United Kingdom,EMEA,Hardcore Fan,Direct,2024-08-24,1-2 years,0
559,6,Mexico,Americas,Casual Fan,Direct,2023-10-19,2+ years,1
560,5,Brazil,Americas,Casual Fan,Organic Search,2021-11-14,2+ years,0
561,5,Brazil,Americas,Casual Fan,Direct,2024-09-02,1-2 years,0
562,2,Spain,EMEA,Casual Fan,Paid Social,2023-05-02,2+ years,0
563,1,United Kingdom,EMEA,Casual Fan,Paid Social,2023-10-17,2+ years,1
564,1,United Kingdom,EMEA,Hardcore Fan,Organic Search,2021-10-29,2+ years,0
565,2,Spain,EMEA,Casual Fan,Organic Search,2024-06-10,1-2 years,0
566,4,United States,Americas,Casual Fan,Influencer,2022-08-07,2+ years,1
567,3,Germany,EMEA,Collector,Email,2022-09-11,2+ years,0
568,3,Germany,EMEA,Casual Fan,Direct,2023-09-15,2+ years,0
569,7,Japan,APAC,Hardcore Fan,Influencer,2024-12-07,1-2 years,0
570,2,Spain,EMEA,Hardcore Fan,Influencer,2023-12-10,2+ years,0
571,4,United States,Americas,Hardcore Fan,App Store,2021-12-27,2+ years,1
572,6,Mexico,Americas,Hardcore Fan,Paid Social,2022-05-29,2+ years,1
573,3,Germany,EMEA,Hardcore Fan,Organic Search,2023-08-18,2+ years,1
574,5,Brazil,Americas,Casual Fan,Email,2025-03-06,6-12 months,1
575,7,Japan,APAC,Casual Fan,App Store,2023-12-26,2+ years,0
576,8,Australia,APAC,Hardcore Fan,Organic Search,2025-02-18,6-12 months,0
577,1,United Kingdom,EMEA,Casual Fan,Email,2023-05-20,2+ years,0
578,7,Japan,APAC,Casual Fan,Email,2025-09-03,0-6 months,0
579,4,United States,Americas,Hardcore Fan,Direct,2021-08-03,2+ years,1
580,2,Spain,EMEA,Hardcore Fan,Email,2021-05-18,2+ years,1
581,3,Germany,EMEA,Casual Fan,App Store,2023-05-27,2+ years,0
582,8,Australia,APAC,Collector,Influencer,2025-09-13,0-6 months,0
583,4,United States,Americas,Hardcore Fan,Influencer,2023-05-10,2+ years,1
584,2,Spain,EMEA,Collector,Paid Social,2025-10-13,0-6 months,1
585,5,Brazil,Americas,Collector,Influencer,2025-12-25,0-6 months,1
586,2,Spain,EMEA,Casual Fan,Email,2022-01-19,2+ years,1
587,1,United Kingdom,EMEA,Hardcore Fan,App Store,2022-04-24,2+ years,0
588,1,United Kingdom,EMEA,Hardcore Fan,Influencer,2021-01-02,2+ years,1
589,1,United Kingdom,EMEA,Hardcore Fan,Direct,2025-08-20,0-6 months,0
590,1,United Kingdom,EMEA,Hardcore Fan,Paid Social,2023-03-31,2+ years,1
591,1,United Kingdom,EMEA,Casual Fan,Direct,2025-03-13,6-12 months,1
592,5,Brazil,Americas,Casual Fan,App Store,2021-05-22,2+ years,0
593,1,United Kingdom,EMEA,Casual Fan,Direct,2021-01-28,2+ years,0
594,2,Spain,EMEA,Hardcore Fan,Influencer,2021-09-14,2+ years,0
595,7,Japan,APAC,Hardcore Fan,Email,2023-08-13,2+ years,0
596,3,Germany,EMEA,Casual Fan,Influencer,2023-10-07,2+ years,0
597,5,Brazil,Americas,Hardcore Fan,Direct,2025-11-19,0-6 months,0
598,1,United Kingdom,EMEA,Hardcore Fan,App Store,2023-09-24,2+ years,0
599,1,United Kingdom,EMEA,Casual Fan,Email,2024-01-14,1-2 years,0
600,1,United Kingdom,EMEA,Casual Fan,Direct,2024-06-20,1-2 years,0
601,1,United Kingdom,EMEA,Casual Fan,Organic Search,2024-05-14,1-2 years,1
602,2,Spain,EMEA,Collector,Email,2023-02-24,2+ years,0
603,1,United Kingdom,EMEA,Hardcore Fan,Organic Search,2022-03-14,2+ years,1
604,1,United Kingdom,EMEA,Casual Fan,Paid Social,2024-07-18,1-2 years,1
605,1,United Kingdom,EMEA,Casual Fan,Email,2025-05-03,6-12 months,1
606,3,Germany,EMEA,Hardcore Fan,Email,2022-04-24,2+ years,0
607,2,Spain,EMEA,Hardcore Fan,Influencer,2025-05-01,6-12 months,1
608,3,Germany,EMEA,Hardcore Fan,Email,2023-10-17,2+ years,1
609,4,United States,Americas,Casual Fan,App Store,2024-04-15,1-2 years,0
610,5,Brazil,Americas,Casual Fan,Paid Social,2022-02-24,2+ years,0
611,1,United Kingdom,EMEA,Collector,Email,2023-02-21,2+ years,1
612,6,Mexico,Americas,Casual Fan,Influencer,2025-10-30,0-6 months,0
613,5,Brazil,Americas,Casual Fan,Direct,2022-04-20,2+ years,1
614,1,United Kingdom,EMEA,Hardcore Fan,Organic Search,2024-11-11,1-2 years,0
615,7,Japan,APAC,Collector,Email,2023-05-18,2+ years,1
616,7,Japan,APAC,Hardcore Fan,Organic Search,2024-07-01,1-2 years,1
617,1,United Kingdom,EMEA,Hardcore Fan,Organic Search,2021-09-03,2+ years,0
618,2,Spain,EMEA,Casual Fan,Organic Search,2024-11-14,1-2 years,1
619,6,Mexico,Americas,Casual Fan,Organic Search,2024-11-06,1-2 years,1
620,6,Mexico,Americas,Casual Fan,Organic Search,2025-02-07,6-12 months,1
621,1,United Kingdom,EMEA,Hardcore Fan,App Store,2025-04-07,6-12 months,1
622,2,Spain,EMEA,Casual Fan,Direct,2022-06-18,2+ years,0
623,3,Germany,EMEA,Collector,Direct,2023-01-06,2+ years,0
624,4,United States,Americas,Casual Fan,App Store,2021-12-13,2+ years,0
625,4,United States,Americas,Casual Fan,Direct,2024-05-07,1-2 years,0
626,3,Germany,EMEA,Casual Fan,Direct,2024-06-08,1-2 years,0
627,3,Germany,EMEA,Hardcore Fan,Direct,2024-12-28,1-2 years,0
628,6,Mexico,Americas,Casual Fan,Direct,2024-09-17,1-2 years,1
629,1,United Kingdom,EMEA,Hardcore Fan,Direct,2024-09-21,1-2 years,1
630,2,Spain,EMEA,Casual Fan,Organic Search,2021-08-18,2+ years,1
631,5,Brazil,Americas,Hardcore Fan,Organic Search,2022-12-10,2+ years,1
632,7,Japan,APAC,Hardcore Fan,Organic Search,2024-06-11,1-2 years,0
633,4,United States,Americas,Casual Fan,Direct,2024-10-24,1-2 years,1
634,4,United States,Americas,Hardcore Fan,Email,2023-10-19,2+ years,1
635,1,United Kingdom,EMEA,Casual Fan,Email,2023-03-14,2+ years,0
636,3,Germany,EMEA,Collector,Email,2025-12-06,0-6 months,1
637,4,United States,Americas,Collector,Influencer,2021-06-06,2+ years,1
638,2,Spain,EMEA,Casual Fan,Direct,2025-04-12,6-12 months,0
639,2,Spain,EMEA,Casual Fan,Organic Search,2025-10-26,0-6 months,1
640,3,Germany,EMEA,Casual Fan,Organic Search,2021-07-21,2+ years,0
641,1,United Kingdom,EMEA,Collector,Email,2021-03-30,2+ years,0
642,2,Spain,EMEA,Casual Fan,Organic Search,2024-08-31,1-2 years,0
643,2,Spain,EMEA,Hardcore Fan,Organic Search,2021-06-19,2+ years,1
644,2,Spain,EMEA,Hardcore Fan,Organic Search,2024-12-31,1-2 years,1
645,1,United Kingdom,EMEA,Hardcore Fan,App Store,2024-08-10,1-2 years,0
646,7,Japan,APAC,Casual Fan,Paid Social,2024-09-30,1-2 years,0
647,4,United States,Americas,Casual Fan,Email,2024-10-18,1-2 years,1
648,5,Brazil,Americas,Casual Fan,Direct,2024-04-18,1-2 years,1
649,6,Mexico,Americas,Casual Fan,Paid Social,2022-05-23,2+ years,0
650,4,United States,Americas,Casual Fan,Influencer,2022-05-04,2+ years,0
651,1,United Kingdom,EMEA,Casual Fan,Direct,2021-10-27,2+ years,1
652,4,United States,Americas,Hardcore Fan,Direct,2025-04-08,6-12 months,0
653,4,United States,Americas,Casual Fan,Organic Search,2023-10-11,2+ years,1
654,6,Mexico,Americas,Casual Fan,Direct,2025-10-04,0-6 months,0
655,3,Germany,EMEA,Casual Fan,Organic Search,2024-09-11,1-2 years,1
656,1,United Kingdom,EMEA,Casual Fan,Paid Social,2021-03-18,2+ years,0
657,2,Spain,EMEA,Casual Fan,Email,2024-05-31,1-2 years,0
658,3,Germany,EMEA,Casual Fan,Organic Search,2021-07-07,2+ years,1
659,5,Brazil,Americas,Hardcore Fan,Email,2023-02-02,2+ years,1
660,4,United States,Americas,Casual Fan,Paid Social,2023-06-19,2+ years,0
661,2,Spain,EMEA,Collector,Organic Search,2022-10-05,2+ years,1
662,8,Australia,APAC,Casual Fan,Paid Social,2022-04-23,2+ years,1
663,4,United States,Americas,Collector,Direct,2023-11-13,2+ years,0
664,2,Spain,EMEA,Hardcore Fan,Paid Social,2023-11-27,2+ years,1
665,1,United Kingdom,EMEA,Hardcore Fan,Email,2021-01-18,2+ years,1
666,1,United Kingdom,EMEA,Collector,Direct,2025-12-02,0-6 months,1
667,2,Spain,EMEA,Casual Fan,Direct,2025-04-26,6-12 months,0
668,1,United Kingdom,EMEA,Casual Fan,Influencer,2023-05-10,2+ years,0
669,1,United Kingdom,EMEA,Casual Fan,Direct,2023-07-23,2+ years,0
670,2,Spain,EMEA,Casual Fan,Email,2024-09-23,1-2 years,0
671,1,United Kingdom,EMEA,Casual Fan,Email,2021-03-13,2+ years,0
672,7,Japan,APAC,Hardcore Fan,Paid Social,2025-08-03,0-6 months,1
673,1,United Kingdom,EMEA,Casual Fan,App Store,2025-10-16,0-6 months,0
674,4,United States,Americas,Casual Fan,App Store,2025-03-22,6-12 months,0
675,3,Germany,EMEA,Casual Fan,Influencer,2025-01-08,6-12 months,0
676,8,Australia,APAC,Hardcore Fan,Organic Search,2025-02-10,6-12 months,1
